city,lat,lng,country,iso2,continent,adjectives
Lower Southampton,40.1541,-74.9903,United States,US,North America,"{'mean': 4, 'annual': 4, 'lower': 3, 'hispanic': 3, 'extreme': 3, 'southern': 3, 'present': 2, 'natural': 2, 'non': 2, 'older': 2, 'highest': 2, 'wettest': 2, 'minimum': 2, 'nearest': 2, 'northern': 2, 'dominant': 2, 'square': 1, 'past': 1, 'black': 1, 'racial': 1, 'white': 1, 'married': 1, 'female': 1, 'local': 1, 'catholic': 1, 'hot': 1, 'continental': 1, 'dfa': 1, 'least': 1, 'significant': 1, 'humid': 1, 'daily': 1, '°': 1, 'thunderstorm': 1, 'coldest': 1, 'few': 1, 'important': 1, 'eastern': 1, 'potential': 1, 'hardiness': 1, 'external': 1}"
Kostiantynivka,48.5333,37.7167,Ukraine,UA,Europe,"{'armored': 3, 'industrial': 2, 'eastern': 2, 'urban': 2, 'municipal': 2, 'social': 2, 'local': 2, 'military': 2, 'open': 2, 'soviet': 1, 'oblast': 1, 'administrative': 1, 'oldest': 1, '20th': 1, 'forced': 1, 'russo': 1, 'pro': 1, 'nearby': 1, 'numerous': 1, 'occupied': 1, 'cheaper': 1, 'essential': 1, 'new': 1, 'few': 1, 'out': 1, 'heavy': 1, 'hypersonic': 1, 'civilian': 1, 'extensive': 1, 'further': 1, 's-300': 1, 'anti': 1, 'aircraft': 1, 'point""—a': 1, 'humanitarian': 1, 'least': 1, 'catastrophic': 1, 'errant': 1, 'central': 1, 'mandatory': 1, 'defensive': 1, 'crucial': 1, 'front': 1, 'close': 1, 'overhead': 1, 'unprofitable': 1, 'poor': 1, 'northern': 1, 'operable': 1, 'due': 1}"
Fully,46.1333,7.1167,Switzerland,CH,Europe,"{'non': 5, 'tertiary': 4, 'old': 3, 'secondary': 3, 'due': 2, 'new': 2, 'federal': 2, 'popular': 2, 'invalid': 2, 'similar': 2, 'cantonal': 2, 'primary': 2, 'fyji': 1, '11th': 1, 'square': 1, 'agricultural': 1, 'unproductive': 1, 'right': 1, 'administrative': 1, 'natural': 1, 'south': 1, 'uncommon': 1, 'municipal': 1, 'roofed': 1, 'resident': 1, 'foreign': 1, 'last': 1, 'common': 1, 'third': 1, 'single': 1, 'married': 1, 'empty': 1, 'historical': 1, 'following': 1, 'entire': 1, 'next': 1, 'economic': 1, 'full': 1, 'equivalent': 1, 'wholesale': 1, 'retail': 1, 'financial': 1, 'technical': 1, 'net': 1, 'christian': 1, 'islamic': 1, 'agnostic': 1, 'atheist': 1, 'mandatory': 1, 'upper': 1}"
Onomichi,34.4167,133.2,Japan,JP,Asia,"{'humid': 2, 'hot': 2, 'annual': 2, 'highest': 2, 'commercial': 2, 'popular': 2, 'official': 2, 'square': 1, 'sq': 1, 'southeastern': 1, 'intricate': 1, 'urban': 1, 'narrow': 1, 'little': 1, 'flat': 1, 'unique': 1, 'subtropical': 1, 'cool': 1, 'mild': 1, '°': 1, 'wettest': 1, 'lowest': 1, 'coldest': 1, 'next': 1, 'foreign': 1, 'unicameral': 1, '5th': 1, 'lower': 1, '6th': 1, 'comparable': 1, 'long': 1, 'recent': 1, 'elementary': 1, 'junior': 1, 'middle': 1, 'diverse': 1, 'educational': 1, 'special': 1, 'municipal': 1, 'local': 1, '9th': 1, 'northern': 1, 'oldest': 1, 'last': 1, 'famous': 1, 'romantic': 1, 'fictional': 1, 'notable': 1, 'external': 1}"
San José Villanueva,13.5833,-89.2667,El Salvador,SV,North America,"{'small': 1, 'catholic': 1, 'protestant': 1, 'last': 1, 'upper': 1, 'middle': 1, 'successful': 1, 'local': 1, 'archaeological': 1, 'ancient': 1}"
Detmold,51.9378,8.8833,Germany,DE,Europe,"{'small': 2, 'administrative': 2, 'official': 2, 'former': 2, 'notable': 2, 'old': 2, 'central': 1, 'prehistoric': 1, 'circular': 1, 'hermannsdenkmal': 1, 'present': 1, 'germanic': 1, 'roman': 1, 'municipal': 1, 'rapid': 1, 'economic': 1, 'severe': 1, 'permanent': 1, 'modern': 1, 'populous': 1, 'reginal': 1, 'new': 1, 'nearby': 1, 'falconry': 1, 'open': 1, 'regular': 1, 'symphony': 1, 'important': 1, 'south': 1, 'regional': 1, 'theologian': 1, 'foreign': 1, 'current': 1, 'local': 1, 'long': 1, '1857–60': 1, 'mummy': 1, 'honorary': 1, 'external': 1}"
Bludenz,47.1333,9.8167,Austria,AT,Europe,"{'westernmost': 1, 'administrative': 1, 'direct': 1, 'popular': 1, 'archaeological': 1, 'raetian': 1, 'comital': 1, 'imperial': 1, 'further': 1, '18th': 1, 'short': 1, 'related': 1, 'general': 1, 'historical': 1, 'old': 1, 'earlier': 1, 'contemporary': 1, 'artistic': 1, 'young': 1, 'responsible': 1, 'notable': 1, 'classical': 1, 'ancient': 1, 'former': 1, 'active': 1, 'regional': 1, 'southern': 1, 'external': 1, 'official': 1}"
Maimbung,5.93,121.03,Philippines,PH,Asia,"{'late': 3, 'royal': 2, 'historical': 1, 'huge': 1, 'few': 1, 'grand': 1, 'small': 1, 'neighboring': 1, 'actual': 1, 'real': 1, 'original': 1, 'ongoing': 1, 'tasked': 1, 'warm': 1, 'hot': 1, 'humid': 1, 'wet': 1, 'tropical': 1, 'official': 1, 'external': 1}"
Gaithersburg,39.1346,-77.2131,United States,US,North America,"{'square': 7, 'present': 6, 'late': 4, 'older': 4, 'racial': 3, 'hispanic': 3, 'non': 3, 'isbn': 3, 'metropolitan': 2, 'new': 2, '19th': 2, 'next': 2, 'rapid': 2, 'polar': 2, 'diverse': 2, 'black': 2, 'married': 2, 'female': 2, 'prominent': 2, 'western': 2, 'incorporated': 1, 'populous': 1, 'primary': 1, 'small': 1, 'agricultural': 1, 'northern': 1, 'confederate': 1, 'unsuccessful': 1, 'victorian': 1, 'much': 1, 'global': 1, 'only': 1, 'physical': 1, 'precise': 1, 'navigational': 1, 'manual': 1, '20th': 1, 'rural': 1, 'suburban': 1, 'semi': 1, 'urban': 1, 'local': 1, 'old': 1, '21st': 1, 'strongest': 1, 'km2': 1, 'white': 1, 'male': 1, 'native': 1, 'top': 1}"
São Bento do Una,-8.5228,-36.4439,Brazil,BR,South America,"{'°': 1, 'south': 1, 'hipoxerófila': 1, 'arid': 1, 'hot': 1, 'economic': 1, 'popular': 1, 'external': 1, 'www.portalsbu.com.br': 1}"
Toulouse,43.6045,1.444,France,FR,Europe,"{'metropolitan': 19, 'former': 8, 'roman': 8, 'important': 8, 'architectural': 8, '17th': 8, '19th': 8, 'military': 7, 'royal': 7, 'famous': 7, 'new': 7, 'urban': 7, 'southern': 6, 'romanesque': 6, 'numerous': 6, '18th': 6, 'single': 6, 'gothic': 6, 'municipal': 5, 'early': 5, 'historical': 5, 'great': 5, '12th': 5, 'local': 5, 'political': 5, 'dominican': 5, 'economic': 5, '16th': 5, 'last': 5, 'traditional': 5, 'central': 4, 'larger': 4, 'parisian': 4, 'independent': 4, 'previous': 4, 'powerful': 4, 'austere': 4, 'catholic': 4, 'rich': 4, '14th': 4, 'religious': 4, '20th': 4, 'aeronautical': 4, 'white': 4, 'red': 4, '13th': 4, 'notable': 4, '5th': 3, 'modern': 3, 'cultural': 3}"
East Franklin,40.4933,-74.471,United States,US,North America,"{'square': 5, 'older': 2, 'central': 1, 'west': 1, 'unincorporated': 1, 'km2': 1, 'racial': 1, 'white': 1, 'hispanic': 1, 'married': 1, 'female': 1, 'present': 1, 'non': 1, 'external': 1, 'official': 1}"
Phuntsholing,26.85,89.3833,Bhutan,BT,Asia,"{'nearest': 3, 'concrete': 2, 'long': 2, 'urban': 2, 'bhutan': 2, 'southern': 1, 'administrative': 1, 'cross': 1, 'border': 1, 'thriving': 1, 'local': 1, 'reformist': 1, 'close': 1, 'late': 1, 'tropical': 1, 'south': 1, 'annual': 1, 'rainy': 1, 'short': 1, 'mild': 1, 'dry': 1, 'highest': 1, 'different': 1, 'larger': 1, 'bustling': 1, 'loud': 1, 'similar': 1, 'west': 1, 'bengal': 1, 'financial': 1, 'industrial': 1, 'orderly': 1, 'closed': 1, 'single': 1, 'available': 1, 'easy': 1, 'distant': 1, 'opposite': 1, 'big': 1, 'external': 1}"
Amarapura,21.9,96.05,Myanmar,MM,Asia,"{'new': 4, 'traditional': 3, 'immortal': 2, 'popular': 2, 'buddhist': 2, 'royal': 2, 'teak': 2, 'old': 2, 'liberal': 2, 'former': 1, 'ancient': 1, 'urban': 1, 'higher': 1, 'anglo': 1, 'much': 1, 'possible': 1, 'recognizable': 1, 'solid': 1, 'remarkable': 1, 'celebrated': 1, 'lofty': 1, 'colossal': 1, 'indigenous': 1, 'sumptuary': 1, 'domestic': 1, 'recent': 1, 'cheaper': 1, 'wooden': 1, 'longest': 1, 'unwanted': 1, 'farther': 1, 'modern': 1, 'different': 1, 'short': 1, 'northern': 1, 'external': 1}"
Narrogin,-32.936,117.178,Australia,AU,Oceania,"{'local': 4, 'good': 2, 'early': 2, 'agricultural': 2, 'regional': 2, 'highest': 2, 'southern': 1, 'aboriginal': 1, 'uncertain': 1, 'various': 1, 'present': 1, 'occasional': 1, 'isolated': 1, 'hard': 1, 'poor': 1, 'reliable': 1, 'separate': 1, 'late': 1, 'altered': 1, 'fewer': 1, 'previous': 1, 'significant': 1, 'modern': 1, 'hot': 1, 'dry': 1, 'cool': 1, 'wet': 1, '°': 1, 'lowest': 1, 'daily': 1, 'developed': 1, 'annual': 1, 'shorter': 1, 'recent': 1, 'indoor': 1, 'heated': 1, 'synthetic': 1, 'military': 1, 'notable': 1, 'current': 1, 'former': 1, 'elder': 1, 'western': 1, 'external': 1, 'deceased': 1, 'online': 1}"
Ulsan,35.55,129.3167,South Korea,KR,Asia,"{'metropolitan': 4, 'industrial': 3, 'economic': 2, 'humid': 2, 'corporate': 2, 'open': 2, 'heavy': 2, 'single': 2, 'related': 2, 'advanced': 2, 'new': 2, 'former': 2, 'best': 2, 'traditional': 2, 'natural': 2, 'south': 2, 'official': 2, 'seventh': 1, 'highest': 1, 'administrative': 1, 'ok': 1, 'hyeon': 1, 'archaeological': 1, 'least': 1, 'paleolithic': 1, 'human': 1, 'substantial': 1, 'important': 1, 'future': 1, 'combined': 1, 'military': 1, 'modern': 1, 'southeastern': 1, 'southern': 1, 'mountainous': 1, 'emergent': 1, 'simple': 1, 'adjacent': 1, 'subtropical': 1, 'cold': 1, 'dry': 1, 'hot': 1, 'monthly': 1, 'diurnal': 1, 'seasonal': 1, 'warmest': 1, 'common': 1, 'multinational': 1, 'global': 1, '669,000bpd': 1}"
Oiapoque,3.8428,-51.835,Brazil,BR,South America,"{'indigenous': 4, 'square': 2, 'northernmost': 2, 'heavy': 2, 'oiapoque': 1, 'northern': 1, 'northerly': 1, 'coastal': 1, 'early': 1, '16th': 1, 'territorial': 1, 'diplomatic': 1, '20th': 1, 'political': 1, 'criminal': 1, 'agricultural': 1, 'hard': 1, 'long': 1, 'eastern': 1, 'southern': 1, 'sustainable': 1, 'tropical': 1, 'moderate': 1, 'little': 1, 'external': 1, 'official': 1}"
Minokamo,35.4402,137.0157,Japan,JP,Asia,"{'junior': 3, 'annual': 2, 'foreign': 2, 'traditional': 2, 'local': 2, 'vocational': 2, 'square': 1, 'south': 1, 'central': 1, 'hot': 1, 'humid': 1, 'mild': 1, '°': 1, 'wettest': 1, 'highest': 1, 'lowest': 1, 'past': 1, 'small': 1, 'post': 1, 'meiji': 1, 'modern': 1, 'unicameral': 1, 'important': 1, 'automotive': 1, 'industrial': 1, 'residential': 1, 'elementary': 1, 'senior': 1, 'special': 1, 'overnight': 1, 'prefectural': 1, 'outdoor': 1, 'buddhist': 1, 'notable': 1, 'external': 1, 'official': 1}"
Ponta Delgada,37.74,-25.67,Portugal,PT,Europe,"{'central': 10, 'agricultural': 10, 'volcanic': 9, 'criminal': 8, 'local': 7, 'social': 7, 'historical': 6, 'economic': 6, 'urban': 5, 'southern': 5, 'important': 5, 'urbanized': 5, 'western': 5, 'northern': 5, 'less': 5, 'religious': 5, 'traditional': 5, 'municipal': 5, 'small': 4, 'regional': 4, 'principal': 4, 'annual': 4, 'industrial': 4, 'commercial': 4, 'open': 4, 'administrative': 3, 'azorean': 3, 'historic': 3, 'political': 3, 'active': 3, 'significant': 3, 'daily': 3, 'multiple': 3, 'former': 3, 'popular': 3, 'square': 2, 'civil': 2, 'thin': 2, 'common': 2, 'larger': 2, 'rural': 2, 'responsible': 2, 'southeast': 2, 'new': 2, 'northwest': 2, 'dense': 2, 'radial': 2, 'last': 2, 'plinian': 2, 'narrow': 2}"
Saalfelden am Steinernen Meer,47.4269,12.8483,Austria,AT,Europe,"{'see': 2, 'whole': 2, 'early': 2, 'federal': 1, 'populous': 1, 'historic': 1, 'municipal': 1, 'open': 1, 'prominent': 1, 'discernible': 1, 'inner': 1, 'upper': 1, 'right': 1, 'left': 1, 'smaller': 1, 'good': 1, 'only': 1, 'expansive': 1, 'artificial': 1, 'cadastral': 1, 'proper': 1, 'archaeological': 1, 'continuous': 1, 'late': 1, 'celtic': 1, '7th': 1, '13th': 1, 'mid': 1, '14th': 1, 'archbishopric': 1, 'adjacent': 1, 'nordic': 1, 'top': 1, 'notable': 1, 'operatic': 1, 'external': 1, 'official': 1}"
Siparia,10.1333,-61.5,Trinidad and Tobago,TT,North America,"{'southern': 1, 'non': 1, 'mission': 1, 'amerindian': 1, 'administrative': 1, 'eponymous': 1, 'annual': 1, 'few': 1, 'separate': 1, 'particular': 1, 'own': 1, 'religious': 1, 'christian': 1, 'indigenous': 1, 'popular': 1, 'early': 1, 'holy': 1, 'unknown': 1, '18th': 1, 'notable': 1}"
Bârlad,46.2167,27.6667,Romania,RO,Europe,"{'notable': 2, 'western': 1, 'narrow': 1, 'winding': 1, 'modern': 1, 'roman': 1, 'hypatian': 1, '19th': 1, 'false': 1, 'medieval': 1, 'certain': 1, 'possible': 1, 'slavic': 1, 'historic': 1, 'significant': 1, 'soviet': 1, '2nd': 1, 'primary': 1, 'secondary': 1, 'vocational': 1, 'preschool': 1, 'only': 1, 'white': 1, 'blue': 1, 'best': 1, 'shale': 1, 'external': 1}"
Blue Island,41.6578,-87.6811,United States,US,North America,"{'local': 8, 'commercial': 7, 'new': 6, 'early': 6, 'architectural': 6, 'square': 6, 'equivalent': 6, 'historic': 5, 'important': 4, 'significant': 4, 'industrial': 4, 'next': 4, 'blue': 4, 'oldest': 4, 'adjacent': 3, 'late': 3, 'south': 3, 'notable': 3, 'east': 3, 'prominent': 3, 'present': 3, 'previous': 3, 'half': 3, 'small': 3, 'uptown': 3, 'wide': 3, 'original': 3, 'long': 3, 'popular': 3, 'remodeled': 3, 'current': 3, 'former': 3, 'educational': 3, '119th': 3, 'nineteenth': 2, 'beautiful': 2, 'broad': 2, 'feeder': 2, 'regional': 2, 'ethnic': 2, 'permanent': 2, 'likely': 2, 'larger': 2, 'various': 2, 'few': 2, 'central': 2, 'much': 2, 'big': 2, 'exterior': 2, 'extant': 2}"
Pragatinagar,27.6667,84.1833,Nepal,NP,Asia,"{'south': 2, 'southern': 1, 'lowest': 1, 'highest': 1, 'active': 1, 'educational': 1}"
Marand,38.4308,45.7742,Iran,IR,Asia,"{'local': 2, 'actual': 2, 'considerable': 2, 'various': 1, 'burial': 1, 'immediate': 1, 'hallowed': 1, 'bare': 1, 'cleanly': 1, 'sudden': 1, 'true': 1, 'pre': 1, 'islamic': 1, 'literary': 1, 'northwest': 1, '9th': 1, 'following': 1, 'notable': 1, 'complete': 1, 'portal': 1}"
Mufulira,-12.5356,28.2419,Zambia,ZM,Africa,"{'south': 2, 'commercial': 2, 'professional': 2, 'administrative': 1, 'shorter': 1, 'geographical': 1, 'mean': 1, 'western': 1, 'tabular': 1, 'permanent': 1, '4th': 1, 'successful': 1, 'notable': 1, 'political': 1, 'only': 1, 'external': 1}"
Lubango,-14.9167,13.5,Angola,AO,Africa,"{'available': 3, 'industrial': 2, 'notable': 2, 'good': 2, 'possible': 2, 'daily': 2, '°': 2, 'populous': 1, 'current': 1, 'scenic': 1, 'ethnic': 1, 'cathedral': 1, 'secondary': 1, 'overseas': 1, 'typical': 1, 'agricultural': 1, 'own': 1, 'white': 1, 'southern': 1, 'fertile': 1, 'financial': 1, 'electronic': 1, 'local': 1, 'acceptable': 1, 'personal': 1, 'comfortable': 1, 'higher': 1, 'various': 1, 'highest': 1, 'subtropical': 1, 'hot': 1, 'humid': 1, 'cool': 1, 'annual': 1, 'cold': 1, 'rare': 1, 'heaviest': 1, 'warmest': 1, 'coldest': 1, 'registered': 1, 'external': 1}"
Cabreúva,-23.3075,-47.1331,Brazil,BR,South America,"{'urban': 2, 'rural': 2, 'owl': 1, '18th': 1, 'km2': 1, 'municipal': 1, 'external': 1}"
Ilorin,8.5,4.55,Nigeria,NG,Africa,"{'central': 7, 'new': 6, 'islamic': 4, 'available': 4, 'commercial': 4, 'former': 3, 'traditional': 3, 'rich': 3, 'historical': 2, 'various': 2, 'federal': 2, 'industrial': 2, 'biggest': 2, 'maximum': 2, 'different': 2, 'accessible': 2, 'christian': 2, 'religious': 2, 'ancient': 2, 'muslim': 2, 'present': 2, 'big': 2, 'cultural': 2, 'western': 1, 'north': 1, 'geopolitical': 1, 'sociological': 1, '7th': 1, 'ethnic': 1, 'late': 1, '18th': 1, 'provincial': 1, 'military': 1, 'local': 1, 'itinerant': 1, '19th': 1, 'administrative': 1, 'strong': 1, 'cosmopolitan': 1, 'significant': 1, 'professional': 1, 'top': 1, 'only': 1, 'standard': 1, 'political': 1, 'developmental': 1, 'centralized': 1, 'agricultural': 1, 'idofian': 1, 'pure': 1}"
Envigado,6.1667,-75.5667,Colombia,CO,South America,"{'lowest': 2, 'multiple': 2, 'due': 1, 'highest': 1, 'basic': 1, 'recent': 1, 'cultural': 1, '17th': 1, 'rural': 1, 'wealthy': 1, 'prosperous': 1, 'urban': 1, 'economic': 1, 'decentralized': 1, 'recreational': 1, 'human': 1, 'earlier': 1, 'weekly': 1, 'outdoor': 1, 'external': 1}"
Bozyazı,36.1,32.9667,Turkey,TR,Asia,"{'small': 3, 'coastal': 2, 'quiet': 2, 'official': 2, 'km2': 1, 'remote': 1, 'difficult': 1, 'unspoilt': 1, 'clean': 1, 'important': 1, 'narrow': 1, 'temperate': 1, 'citrus': 1, 'higher': 1, 'highest': 1, 'rocky': 1, 'hyrodelectric': 1, 'biggest': 1, 'conservative': 1, 'old': 1, 'young': 1, 'little': 1, 'odd': 1, 'ancient': 1, 'hellenistic': 1, '4th': 1, 'external': 1}"
Honiara,-9.4333,159.95,Solomon Islands,SB,Oceania,"{'isbn': 25, 'traditional': 9, 'guadalcanal': 6, 'late': 5, 'former': 4, 'political': 4, 'christian': 4, 'economic': 4, 'popular': 4, 'new': 3, 'administrative': 3, 'ethnic': 3, 'young': 3, 'available': 3, 'northwestern': 2, 'metropolitan': 2, 'violent': 2, 'bad': 2, 'parliamentary': 2, 'younger': 2, 'early': 2, 'permanent': 2, 'small': 2, 'independent': 2, 'local': 2, 'tropical': 2, 'subject': 2, 'only': 2, 'general': 2, 'eastern': 2, 'historical': 2, 'recent': 2, 'present': 2, 'outdoor': 2, 'indoor': 2, 'larger': 2, 'religious': 2, 'square': 1, 'akin': 1, 'older': 1, 'victorious': 1, 'turbulent': 1, 'multiple': 1, 'homeless': 1, 'populous': 1, 'southeast': 1, 'little': 1, 'detailed': 1, 'last': 1, 'modern': 1}"
Dompu,-8.5364,118.4633,Indonesia,ID,Asia,"{'mid': 3, 'eastern': 2, 'official': 2, 'urban': 2, 'administrative': 1, 'central': 1, 'provincial': 1, 'rural': 1, 'western': 1, 'contiguous': 1, 'combined': 1, 'middle': 1, 'tropical': 1, 'moderate': 1, 'little': 1, 'heavy': 1, 'external': 1}"
Manises,39.4833,-0.45,Spain,ES,Europe,"{'valencian': 5, 'old': 4, 'western': 3, 'small': 3, 'various': 3, 'industrial': 3, 'moorish': 3, 'local': 3, 'right': 2, '19th': 2, 'artistic': 2, 'modern': 2, 'early': 2, '16th': 2, 'new': 2, 'notable': 2, 'present': 2, 'golden': 2, 'single': 2, 'famous': 1, 'mediterranean': 1, 'inland': 1, 'warmer': 1, 'cooler': 1, 'northern': 1, 'uneven': 1, 'alluvial': 1, 'economic': 1, 'important': 1, 'strong': 1, 'predominate': 1, 'sharp': 1, 'twentieth': 1, 'eastern': 1, 'last': 1, 'islamic': 1, 'christian': 1, 'roman': 1, 'military': 1, 'earliest': 1, 'best': 1, 'much': 1, 'commercial': 1, 'heraldic': 1, '17th': 1, 'significant': 1, '20th': 1, 'ornamental': 1, 'rich': 1, 'foreign': 1}"
Yurimaguas,-5.9,-76.0833,Peru,PE,South America,"{'northeastern': 2, 'tropical': 2, 'diverse': 1, 'steamy': 1, 'long': 1, 'illustrious': 1, 'annual': 1, 'catholic': 1, 'famed': 1, 'important': 1, 'commercial': 1, 'manioc': 1, 'comestible': 1, 'notable': 1, 'last': 1, 'urban': 1, 'magnificent': 1}"
Porbandar,21.6417,69.6293,India,IN,Asia,"{'hot': 3, 'annual': 3, 'maritime': 2, 'late': 2, 'ancient': 2, 'least': 2, 'present': 2, 'last': 2, 'few': 2, 'responsible': 2, 'available': 2, 'marine': 2, 'former': 1, 'twin': 1, '16th-14th': 1, 'active': 1, 'eponymous': 1, 'princely': 1, 'subordinate': 1, 'latter': 1, '18th': 1, 'effective': 1, 'semi': 1, 'arid': 1, 'distinct': 1, 'early': 1, 'monsoonal': 1, 'tropical': 1, 'powerful': 1, 'erratic': 1, 'mean': 1, 'driest': 1, 'comparable': 1, 'northern': 1, 'variable': 1, 'successive': 1, 'coastal': 1, 'urban': 1, 'higher': 1, 'male': 1, 'female': 1, 'negative': 1, 'lowest': 1, 'highest': 1, 'current': 1, 'permanent': 1, 'oldest': 1, 'ideal': 1, 'mammal': 1, 'notable': 1}"
Mlimba,-8.7786,35.8111,Tanzania,TZ,Africa,"{'central': 2, 'south': 2, 'regional': 1, 'geographical': 1, 'mean': 1, 'urban': 1, 'administrative': 1, 'mountainous': 1}"
Ispica,36.7833,14.9167,Italy,IT,Europe,"{'organic': 2, 'ecclesiastic': 1, 'administrative': 1, 'economical': 1, 'southern': 1, 'annual': 1, 'sicilian': 1, 'present': 1, 'available': 1, 'safer': 1, 'convenient': 1, 'rocky': 1, 'nineteenth': 1, 'important': 1}"
Ormond Beach,29.2985,-81.1014,United States,US,North America,"{'square': 5, 'historic': 3, 'daily': 3, 'early': 2, 'present': 2, 'former': 2, 'cultural': 2, 'humid': 2, 'older': 2, 'south': 2, 'local': 2, 'alternate': 2, 'principal': 1, 'motorized': 1, 'yearlong': 1, 'paved': 1, 'commonplace': 1, 'little': 1, 'anglo': 1, 'franciscan': 1, 'armed': 1, 'hard': 1, 'white': 1, 'popular': 1, 'wealthy': 1, 'northern': 1, 'gilded': 1, 'wooden': 1, 'latter': 1, 'historical': 1, 'compacted': 1, 'unofficial': 1, 'cc': 1, 'curtiss': 1, 'fatal': 1, 'fortunate': 1, 'beachfront': 1, 'small': 1, 'approximate': 1, 'hot': 1, 'mild': 1, 'subtropical': 1, 'racial': 1, 'hispanic': 1, 'married': 1, 'female': 1, 'non': 1, 'active': 1, 'commercial': 1, 'residential': 1}"
Halstenbek,53.6333,9.8667,Germany,DE,Europe,"{'new': 6, 'small': 3, 'anti': 3, 'north': 2, 'early': 2, 'earliest': 2, 'next': 2, 'free': 1, 'western': 1, 'occasional': 1, 'archaeological': 1, 'human': 1, 'secure': 1, '12th': 1, 'later': 1, 'personal': 1, '19th': 1, 'devastating': 1, 'prussian': 1, 'direct': 1, 'own': 1, 'big': 1, 'economical': 1, 'green': 1, 'heavy': 1, 'aircraft': 1, 'allied': 1, 'parallel': 1, 'southern': 1, 'male': 1, 'northern': 1, 'jewish': 1, 'administrative': 1, 'eastern': 1, 'general': 1, 'economic': 1, '20th': 1, 'nearby': 1, 'industrial': 1, 'primary': 1, 'secondary': 1, 'educational': 1, 'notable': 1}"
Sihor,21.7,71.97,India,IN,Asia,"{'old': 12, 'ancient': 12, 'few': 10, 'religious': 6, 'historical': 6, 'different': 6, 'local': 6, 'archaeological': 5, 'various': 5, 'significant': 5, 'historic': 5, 'opposite': 5, 'unique': 4, 'early': 4, 'social': 4, 'rare': 4, 'serious': 4, 'recreational': 4, 'famous': 3, 'medium': 3, 'interesting': 3, 'direct': 3, 'numerous': 2, 'sized': 2, 'present': 2, 'active': 2, 'responsible': 2, 'natural': 2, 'volcanic': 2, 'prominent': 2, 'greater': 2, 'evident': 2, 'popular': 2, 'western': 2, 'secret': 2, 'regional': 2, 'regular': 2, 'close': 2, 'larger': 2, 'distant': 2, 'worth': 2, 'spiritual': 2, 'pre': 2, 'small': 2, 'nice': 2, 'notable': 2, 'erstwhile': 1, 'walled': 1, 'narrow': 1, 'due': 1}"
Sigatoka,-18.15,177.5,Fiji,FJ,Oceania,"{'primary': 4, 'municipal': 3, 'principal': 2, 'urban': 2, 'special': 2, 'provincial': 2, 'past': 2, 'medical': 2, 'local': 2, 'former': 2, 'original': 2, 'ornate': 1, 'open': 1, 'tropical': 1, 'coastal': 1, 'long': 1, 'indigenous': 1, 'tribal': 1, 'modern': 1, 'agricultural': 1, 'democratic': 1, 'last': 1, 'new': 1, 'interim': 1, 'severe': 1, 'fungal': 1, 'ravaging': 1, 'secondary': 1, 'highest': 1, 'exact': 1, 'due': 1, 'top': 1, 'current': 1, 'financial': 1, 'few': 1, 'sixth': 1, 'latest': 1, 'free': 1, 'minimal': 1, 'various': 1, 'limited': 1, 'dental': 1, 'broader': 1, 'residential': 1, 'lucrative': 1, 'native': 1, 'economic': 1, 'recent': 1, 'greater': 1, 'essential': 1}"
